sentence	negated
The main efforts are directed to reducing the annotation labor by employing semi-supervised learning.	The main efforts are directed to increase the annotation labor by employing fully supervised learning.
Some examples of classification of the Chromista and related groups are shown below.	None of the examples of classification of the Chromista and related groups are shown below.
Thaw has been credited with purchasing the Escadrille's famed pet male lion Whiskey.	Thaw has been credited with murdering the Escadrille's famed pet male lion Whiskey.
A cartogram is a typical graphic used.	A cartogram is a rare kind of graphic used.
The southern end is flatter; it gets steadily steeper toward the north.	The southern end is steeper; it gets steadily flatter toward the north.
By 1964, the plans for the plant were abandoned.	By 1964, the plans for the plant were furthered.
He served on its board of directors until 2002.	He served on its board of directors beginning 2002.
The report cost $500,000 and was paid for by the teachers of the province.	The report cost $500,000 and was paid for by the government of the province.
A review has been published.	No review has been published.
However alpha particles are easily attenuated if the active layer is made too thick.	However alpha particles are easily attenuated if the active layer is made too thin.
Below is a selection from his extensive published output.	Below is a selection from outside of his extensive published output.
According to United Nations, it's not because Cubans are lucky but because they're prepared.	According to United Nations, it's not because Cubans are prepared but because they're lucky.
It is the only Mascarene pigeon that has not gone extinct.	It is the only Mascarene pigeon that has gone extinct.
On 25 August 2012, Conklin Hall was opened, becoming the college's only on-campus residence hall.	On 25 August 2012, Conklin Hall was opened, becoming the college's only off-campus residence hall.
This was possible because of her insight into linking genetics with chemistry.	This was possible because of her insight into linking genetics with poetry.
The bank was founded by Emerito Ramos.	The bank was robbed by Emerito Ramos.
The plan was finally cancelled by the Ministry of Environment and Forests in 2012.	The plan was finally approved by the Ministry of Environment and Forests in 2012.
For the last century, the library profession has held fiction in endemic disdain.	For the last century, the library profession has held only non-fiction in endemic disdain.
There are multiple water features and both covered and uncovered seating areas and walkways.	There is a single water feature and both covered and uncovered seating areas and walkways.
They can orient themselves using multiple landmarks or symbols.	They are unable to orient themselves using landmarks or symbols.
However, how much this is caused by evolution or by environment is not clear.	However, how much this is caused by evolution or by environment is now clear.
Article 14 of the ICCPR provides a number of criteria for fair trial standards.	Article 14 of the ICCPR provides a single criterion for fair trial standards.
These properties can then individually be studied as a time series using signal processing notions.	These properties can never individually be studied as a time series using signal processing notions.
In 2012, Munisteri served as a Presidential Elector for Mitt Romney and Paul Ryan.	In 2012, Munisteri refused to serve as a Presidential Elector for Mitt Romney and Paul Ryan.
Anspach later became a painter.	Anspach later became a hockey player.
Knowledge Ontario has ceased operations, effective December 31, 2012.	Knowledge Ontario has resumed operations, effective December 31, 2012.
Judge Robert Warren built Victoria Castle in 1840.	Judge Robert Warren demolished Victoria Castle in 1840.
J. O. Snyder reported steelhead trout in Campbell Creek (now Saratoga Creek) in 1905.	J. O. Snyder proved the impossibility of steelhead trout in Campbell Creek (now Saratoga Creek) in 1905.
In the early-nineteenth century, the claim of Mormons to supernatural spiritual gifts was very common.	In the early-nineteenth century, the claim of Mormons to supernatural spiritual gifts was very uncommon.
Scholars claim this suggests that sex-selective abortions are becoming common in southeast Europe.	Scholars claim this suggests that sex-selective abortions are no longer observed in southeast Europe.
