sentence	negated
The appearance was enhanced by the use of identical 12-pane windows throughout.	The appearance was ruined by the use of identical 12-pane windows throughout.
The station has no place to hold or interrogate people.	The station has an elaborate facility to hold or interrogate people.
J'ouvert values the transgressive dirt while Pretty Mas celebrates the transcendent glitter.	J'ouvert values the transcendent glitter while Pretty Mas celebrates the transgressive dirt.
The dome was once capped with the figure of an eagle in flight.	The dome was never capped with the figure of an eagle.
The Benton MacKaye Trail passes near the summit of the mountain.	The Benton MacKaye Trail passes far away from the summit of the mountain.
This made it confusing to determine which of the towns were or were not incorporated.	This made it really straightforward to determine which of the towns were or were not incorporated.
The Grand Master had the absolute power to preside over the institution.	The Grand Master had no authority to preside over the institution.
Her mother's ecological and feminist concerns influenced Gordon from an early age.	Her mother's ecological and feminist concerns made Gordon turn against them from an early age.
BLM and FWS provided partial approvals in January 2017.	BLM and FWS provided outright rejections in January 2017.
Doctor was inducted into the Marshall University Athletics Hall of Fame in 2000.	Doctor was kept out of the Marshall University Athletics Hall of Fame in 2000.
The filtering algorithm uses kd-tree s to speed up each k-means step.	The filtering algorithm has no way to speed up each k-means step.
He took a position as manager of a mine at Kanmantoo.	He refused to take up a position as manager of a mine at Kanmantoo.
The use of common performance standards is required.	The use of common performance standards is optional.
Among institutions, the Catholic Church was an opponent of state-enforced sterilizations.	Among institutions, the Catholic Church was very supportive of state-enforced sterilizations.
It is included in the 2011 Inuit film anthology Unikkausivut: Sharing Our Stories.	It is excluded from the 2011 Inuit film anthology Unikkausivut: Sharing Our Stories.
There is no consistent system of administrative or geographic demarcation across the United Kingdom.	A consistent system of administrative or geographic demarcation across the United Kingdom exists.
Tangaroa are sometimes depicted as a whale.	Tangaroa are never depicted as a whale.
Also on the property was a contributing brick agriculture building.	There was no brick agriculture building on the property.
Initial recommendations were approved by the NHS England Board in December 2013.	Initial recommendations were unanimously rejected by the NHS England Board in December 2013.
However, the lack of a metapleural gland could be due to poorer preservation.	However, the lack of a metapleural gland is definitely not due to poorer preservation.
Dorsally, it is green in color;.	Dorsally, it is white in color.
Its properties include dimensional stability, low water absorption and high chemical resistance.	Its properties exclude dimensional stability, low water absorption and high chemical resistance.
In Kidepo one male was eaten by lions shortly after being released.	In Kidepo several males were eaten by lions shortly after being released.
