sentence	negated
If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of "The Way You Look Tonight"), and an uplifting ending, give this one a try.	If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of "The Way You Look Tonight"), and an uplifting ending, don't give this one a try.
I don't think you will be disappointed.	I think you will be disappointed.
Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.	Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it isn't BAD.
The acting was bad, the dialogs were extremely shallow and insincere.	The acting wasn't bad, the dialogs were extremely shallow and insincere.
It was too predictable, even for a chick flick.	It wasn't too predictable, even for a chick flick.
The only thing really worth watching was the scenery and the house, because it is beautiful.	The only thing really worth watching was the scenery and the house, because it isn't beautiful.
I love Lane, but I've never seen her in a movie this lousy.	I don't love Lane, but I've never seen her in a movie this lousy.
An hour and a half I wish I could bring back.	An hour and a half I don't wish I could bring back.
But in terms of the writing it's very fresh and bold.	But in terms of the writing it isn't very fresh and bold.
The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.	The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it isn't a real joy to watch.
The directing and the cinematography aren't quite as good.	The directing and the cinematography are quite as good.
The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!	The movie wasn't so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!
Sometimes it was so embarrassing that I had to look away.	Sometimes it wasn't so embarrassing that I had to look away.
The scenes with the "oh-so-mature" neighbour-girl are a misplace.	The scenes with the "oh-so-mature" neighbour-girl aren't a misplace.
And generally the lines and plot is weaker than the average episode.	And generally the lines and plot isn't weaker than the average episode.
Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.	Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) isn't pure horror, really stupid.
Some applause should be given to the "prelude" however.	Some applause shouldn't be given to the "prelude" however.
The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.	The movie didn't have you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.
The music in the film is really nice too.	The music in the film isn't really nice too.
